window_chr	window_start	window_end	gene_count
chr7	15728640	16777216	7
chr7	16252928	17301504	8
chr7	16777216	17825792	5
chr7	17301504	18350080	4
chr7	17825792	18874368	3
chr7	18350080	19398656	3
chr7	18874368	19922944	5
chr7	19398656	20447232	3
chr7	19922944	20971520	4
chr7	20447232	21495808	3
chr7	20971520	22020096	3
chr7	21495808	22544384	6
chr7	23068672	24117248	10
chr7	23592960	24641536	6
chr7	24117248	25165824	4
chr7	24641536	25690112	6
chr7	25165824	26214400	3
chr7	25690112	26738688	7
chr7	26214400	27262976	16
chr7	26738688	27787264	16
chr7	27262976	28311552	11
chr7	27787264	28835840	5
chr7	28311552	29360128	7
chr7	29884416	30932992	12
chr7	30408704	31457280	11
chr7	30932992	31981568	8
chr7	31457280	32505856	3
chr7	31981568	33030144	6
chr7	32505856	33554432	9
chr7	33030144	34078720	6
chr7	33554432	34603008	3
chr7	34078720	35127296	4
chr7	35651584	36700160	6
chr7	36175872	37224448	5
chr7	37748736	38797312	8
chr7	38273024	39321600	6
chr7	39845888	40894464	9
chr7	40370176	41418752	5
chr7	40894464	41943040	1
chr7	41418752	42467328	2
chr7	41943040	42991616	2
chr7	42467328	43515904	1
chr7	44564480	45613056	18
chr7	45088768	46137344	13
chr7	45613056	46661632	3
chr7	46137344	47185920	2
chr7	46661632	47710208	2
chr7	47185920	48234496	4
chr7	47710208	48758784	9
chr7	48234496	49283072	9
chr7	48758784	49807360	3
chr7	49283072	50331648	2
chr7	49807360	50855936	6
chr7	50331648	51380224	7
chr7	50855936	51904512	5
chr7	51380224	52428800	4
chr7	51904512	52953088	0
chr7	53477376	54525952	0
chr7	54001664	55050240	2
chr7	54525952	55574528	4
chr7	55050240	56098816	9
chr7	55574528	56623104	16
chr7	60817408	61865984	13
chr7	63963136	65011712	0
chr7	64487424	65536000	0
chr7	65011712	66060288	1
chr7	65536000	66584576	1
chr7	66060288	67108864	1
chr7	66584576	67633152	2
chr7	70778880	71827456	22
chr7	71303168	72351744	18
chr7	73400320	74448896	6
chr7	73924608	74973184	2
chr7	74448896	75497472	1
chr7	76021760	77070336	4
chr7	76546048	77594624	3
chr7	77070336	78118912	3
chr7	77594624	78643200	2
chr7	78118912	79167488	2
chr7	78643200	79691776	2
chr7	79167488	80216064	3
chr7	79691776	80740352	1
chr7	80216064	81264640	4
chr7	80740352	81788928	4
chr7	81264640	82313216	1
chr7	81788928	82837504	1
chr7	82313216	83361792	4
chr7	82837504	83886080	9
chr7	83361792	84410368	10
chr7	83886080	84934656	8
chr7	84410368	85458944	2
chr7	84934656	85983232	1
chr7	85458944	86507520	7
chr7	85983232	87031808	7
chr7	86507520	87556096	2
chr7	87031808	88080384	4
chr7	87556096	88604672	11
chr7	88080384	89128960	12
chr7	88604672	89653248	7
chr7	89128960	90177536	9
chr7	89653248	90701824	7
chr7	90177536	91226112	5
chr7	90701824	91750400	8
chr7	91226112	92274688	8
chr7	91750400	92798976	4
chr7	92274688	93323264	6
chr7	92798976	93847552	4
chr7	94371840	95420416	8
chr7	94896128	95944704	23
chr7	96468992	97517568	53
chr7	96993280	98041856	29
chr7	100663296	101711872	3
chr7	101187584	102236160	4
chr7	101711872	102760448	8
chr7	102236160	103284736	8
chr7	103809024	104857600	13
chr7	104333312	105381888	13
chr7	104857600	105906176	8
chr7	105381888	106430464	4
chr7	105906176	106954752	0
chr7	106430464	107479040	0
chr7	106954752	108003328	1
chr7	107479040	108527616	2
chr7	108003328	109051904	3
chr7	108527616	109576192	4
chr7	109051904	110100480	8
chr7	109576192	110624768	4
chr7	110100480	111149056	2
chr7	110624768	111673344	2
chr7	111149056	112197632	2
chr7	111673344	112721920	1
chr7	112197632	113246208	2
chr7	112721920	113770496	5
chr7	113246208	114294784	7
chr7	113770496	114819072	6
chr7	114294784	115343360	5
chr7	114819072	115867648	2
chr7	115343360	116391936	0
chr7	115867648	116916224	0
chr7	116391936	117440512	1
chr7	116916224	117964800	4
chr7	117440512	118489088	6
chr7	117964800	119013376	5
chr7	118489088	119537664	4
chr7	119013376	120061952	6
chr7	119537664	120586240	9
chr7	120061952	121110528	11
chr7	120586240	121634816	7
chr7	121110528	122159104	4
chr7	121634816	122683392	3
chr7	122159104	123207680	0
chr7	122683392	123731968	1
chr7	123207680	124256256	1
chr7	123731968	124780544	7
chr7	124256256	125304832	10
chr7	125829120	126877696	9
chr7	126353408	127401984	15
chr7	126877696	127926272	14
chr7	127401984	128450560	6
chr7	127926272	128974848	2
chr7	128450560	129499136	2
chr7	128974848	130023424	2
chr7	129499136	130547712	2
chr7	130023424	131072000	2
chr7	130547712	131596288	7
chr7	131072000	132120576	11
chr7	131596288	132644864	11
chr7	132120576	133169152	8
chr7	132644864	133693440	3
chr7	133169152	134217728	2
chr7	133693440	134742016	3
chr7	134217728	135266304	5
chr7	134742016	135790592	9
chr7	135266304	136314880	11
chr7	135790592	136839168	11
chr7	136314880	137363456	10
chr7	136839168	137887744	10
chr7	137363456	138412032	7
chr7	137887744	138936320	15
chr7	138412032	139460608	25
chr7	138936320	139984896	23
chr7	139460608	140509184	25
chr7	139984896	141033472	33
chr7	140509184	141557760	20
chr7	141033472	142082048	4
chr7	141557760	142606336	0
chr7	142082048	143130624	1
chr7	142606336	143654912	1
chr7	143130624	144179200	1
chr7	143654912	144703488	1
chr7	144179200	145227776	1
chr7	144703488	145752064	5
chr7	145227776	146276352	15
chr7	146800640	147849216	33
chr7	147324928	148373504	24
chr7	147849216	148897792	9
chr7	148373504	149422080	8
chr7	148897792	149946368	5
chr7	150994944	152043520	5
chr7	151519232	152567808	8
chr7	152043520	153092096	5
chr7	152567808	153616384	7
chr7	153092096	154140672	9
chr7	153616384	154664960	4
chr7	154140672	155189248	2
chr7	154664960	155713536	8
chr8	0	1048576	7
chr8	524288	1572864	4
chr8	1048576	2097152	8
chr8	2621440	3670016	1
chr8	3145728	4194304	1
chr8	4718592	5767168	2
chr8	5242880	6291456	1
chr8	5767168	6815744	5
chr8	7340032	8388608	5
chr8	7864320	8912896	4
chr8	8388608	9437184	2
chr8	8912896	9961472	8
chr8	9437184	10485760	13
chr8	12582912	13631488	3
chr8	13107200	14155776	3
chr8	13631488	14680064	1
chr8	14155776	15204352	1
chr8	14680064	15728640	2
chr8	16777216	17825792	11
chr8	17301504	18350080	9
chr8	17825792	18874368	4
chr8	18350080	19398656	3
chr8	18874368	19922944	5
chr8	19398656	20447232	6
chr8	19922944	20971520	3
chr8	21495808	22544384	24
chr8	22020096	23068672	19
chr8	22544384	23592960	15
chr8	23068672	24117248	9
chr8	23592960	24641536	4
chr8	24117248	25165824	6
chr8	24641536	25690112	6
chr8	25165824	26214400	6
chr8	25690112	26738688	6
chr8	26214400	27262976	9
chr8	26738688	27787264	13
chr8	27262976	28311552	14
chr8	27787264	28835840	10
chr8	28311552	29360128	7
chr8	28835840	29884416	3
chr8	29360128	30408704	5
chr8	29884416	30932992	12
chr8	30408704	31457280	9
chr8	30932992	31981568	3
chr8	31457280	32505856	1
chr8	31981568	33030144	1
chr8	32505856	33554432	6
chr8	33030144	34078720	5
chr8	33554432	34603008	1
chr8	34078720	35127296	1
chr8	34603008	35651584	1
chr8	35127296	36175872	1
chr8	35651584	36700160	2
chr8	36175872	37224448	1
chr8	36700160	37748736	5
chr8	37224448	38273024	16
chr8	37748736	38797312	17
chr8	38273024	39321600	11
chr8	38797312	39845888	10
chr8	39321600	40370176	7
chr8	39845888	40894464	2
chr8	40370176	41418752	5
chr8	40894464	41943040	8
chr8	41418752	42467328	13
chr8	41943040	42991616	16
chr8	42467328	43515904	11
chr8	42991616	44040192	4
chr8	43515904	44564480	0
chr8	44040192	45088768	2
chr8	44564480	45613056	5
chr8	45088768	46137344	6
chr8	47710208	48758784	1
chr8	48234496	49283072	2
chr8	48758784	49807360	2
chr8	49283072	50331648	3
chr8	49807360	50855936	5
chr8	50331648	51380224	6
chr8	50855936	51904512	4
chr8	51380224	52428800	6
chr8	51904512	52953088	9
chr8	52428800	53477376	5
chr8	52953088	54001664	4
chr8	53477376	54525952	11
chr8	54001664	55050240	8
chr8	55574528	56623104	6
chr8	56098816	57147392	7
chr8	56623104	57671680	1
chr8	57147392	58195968	1
chr8	57671680	58720256	3
chr8	58195968	59244544	5
chr8	58720256	59768832	4
chr8	60293120	61341696	5
chr8	60817408	61865984	5
chr8	61341696	62390272	1
chr8	61865984	62914560	3
chr8	62390272	63438848	3
chr8	62914560	63963136	3
chr8	63438848	64487424	6
chr8	63963136	65011712	12
chr8	64487424	65536000	15
chr8	65011712	66060288	8
chr8	65536000	66584576	3
chr8	66060288	67108864	2
chr8	67633152	68681728	5
chr8	68157440	69206016	5
chr8	68681728	69730304	4
chr8	69206016	70254592	4
chr8	69730304	70778880	3
chr8	70254592	71303168	3
chr8	70778880	71827456	7
chr8	71303168	72351744	9
chr8	71827456	72876032	7
chr8	72351744	73400320	4
chr8	72876032	73924608	3
chr8	73400320	74448896	1
chr8	73924608	74973184	1
chr8	74448896	75497472	3
chr8	74973184	76021760	2
chr8	75497472	76546048	0
chr8	76021760	77070336	3
chr8	76546048	77594624	3
chr8	77070336	78118912	3
chr8	77594624	78643200	5
chr8	78118912	79167488	5
chr8	78643200	79691776	8
chr8	79167488	80216064	14
chr8	79691776	80740352	9
chr8	80216064	81264640	2
chr8	80740352	81788928	0
chr8	81264640	82313216	1
chr8	83886080	84934656	9
chr8	84410368	85458944	4
chr8	84934656	85983232	3
chr8	85458944	86507520	2
chr8	85983232	87031808	1
chr8	86507520	87556096	0
chr8	87031808	88080384	6
chr8	87556096	88604672	7
chr8	88080384	89128960	6
chr8	88604672	89653248	6
chr8	89128960	90177536	4
chr8	89653248	90701824	3
chr8	90177536	91226112	3
chr8	90701824	91750400	5
chr8	91226112	92274688	7
chr8	91750400	92798976	12
chr8	92274688	93323264	13
chr8	92798976	93847552	5
chr8	93323264	94371840	4
chr8	93847552	94896128	6
chr8	94371840	95420416	3
chr8	94896128	95944704	5
chr8	95420416	96468992	11
chr8	95944704	96993280	11
chr8	96468992	97517568	3
chr8	96993280	98041856	3
chr8	97517568	98566144	9
chr8	98041856	99090432	8
chr8	98566144	99614720	7
chr8	99090432	100139008	4
chr8	99614720	100663296	7
chr8	100139008	101187584	10
chr8	100663296	101711872	9
chr8	101187584	102236160	5
chr8	101711872	102760448	4
chr8	102236160	103284736	4
chr8	102760448	103809024	1
chr8	103284736	104333312	3
chr8	103809024	104857600	3
chr8	104333312	105381888	3
chr8	104857600	105906176	2
chr8	105381888	106430464	4
chr8	105906176	106954752	4
chr8	106430464	107479040	6
chr8	106954752	108003328	8
chr8	107479040	108527616	4
chr8	108003328	109051904	0
chr8	108527616	109576192	0
chr8	109051904	110100480	0
chr8	109576192	110624768	1
chr8	110100480	111149056	1
chr8	110624768	111673344	1
chr8	111149056	112197632	1
chr8	111673344	112721920	0
chr8	112197632	113246208	0
chr8	112721920	113770496	1
chr8	113246208	114294784	1
chr8	113770496	114819072	2
chr8	114294784	115343360	5
chr8	114819072	115867648	5
chr8	115343360	116391936	3
chr8	115867648	116916224	3
chr8	116391936	117440512	6
chr8	116916224	117964800	10
chr8	117440512	118489088	9
chr8	117964800	119013376	5
chr8	118489088	119537664	2
chr8	119013376	120061952	1
chr8	119537664	120586240	1
chr8	120061952	121110528	3
chr8	120586240	121634816	9
chr8	121110528	122159104	12
chr8	121634816	122683392	11
chr8	122159104	123207680	10
chr8	122683392	123731968	6
chr8	123207680	124256256	2
chr8	123731968	124780544	1
chr8	124256256	125304832	1
chr8	124780544	125829120	3
chr8	125304832	126353408	4
chr8	125829120	126877696	2
chr8	126353408	127401984	0
chr8	127926272	128974848	3
chr8	128450560	129499136	2
chr8	128974848	130023424	2
chr8	129499136	130547712	4
chr8	130023424	131072000	8
chr8	130547712	131596288	8
chr8	132120576	133169152	1
chr8	132644864	133693440	3
chr8	133169152	134217728	2
chr8	133693440	134742016	1
chr8	134217728	135266304	0
chr8	134742016	135790592	0
chr8	135266304	136314880	2
chr8	135790592	136839168	3
chr8	136314880	137363456	2
chr8	136839168	137887744	3
chr8	137363456	138412032	2
chr8	137887744	138936320	5
chr8	138412032	139460608	11
chr8	138936320	139984896	8
chr8	139460608	140509184	3
chr8	139984896	141033472	15
chr8	140509184	141557760	25
chr8	141033472	142082048	29
chr9	1048576	2097152	1
chr9	1572864	2621440	2
chr9	3145728	4194304	2
chr9	3670016	4718592	6
chr9	4194304	5242880	11
chr9	4718592	5767168	12
chr9	5242880	6291456	13
chr9	5767168	6815744	10
chr9	6291456	7340032	3
chr9	6815744	7864320	2
chr9	7340032	8388608	2
chr9	7864320	8912896	1
chr9	8388608	9437184	1
chr9	8912896	9961472	1
chr9	9437184	10485760	1
chr9	9961472	11010048	1
chr9	10485760	11534336	1
chr9	11010048	12058624	0
chr9	11534336	12582912	0
chr9	12058624	13107200	3
chr9	12582912	13631488	4
chr9	13107200	14155776	3
chr9	13631488	14680064	2
chr9	14155776	15204352	7
chr9	14680064	15728640	10
chr9	15204352	16252928	7
chr9	15728640	16777216	3
chr9	17301504	18350080	3
chr9	17825792	18874368	1
chr9	18350080	19398656	8
chr9	18874368	19922944	10
chr9	19398656	20447232	4
chr9	19922944	20971520	2
chr9	20447232	21495808	21
chr9	20971520	22020096	24
chr9	21495808	22544384	6
chr9	22020096	23068672	2
chr9	22544384	23592960	0
chr9	23068672	24117248	1
chr9	23592960	24641536	2
chr9	24117248	25165824	1
chr9	24641536	25690112	1
chr9	25165824	26214400	2
chr9	25690112	26738688	2
chr9	26214400	27262976	5
chr9	26738688	27787264	9
chr9	27262976	28311552	6
chr9	27787264	28835840	2
chr9	28311552	29360128	1
chr9	28835840	29884416	1
chr9	29360128	30408704	0
chr9	29884416	30932992	1
chr9	30408704	31457280	2
chr9	30932992	31981568	1
chr9	31457280	32505856	4
chr9	31981568	33030144	9
chr9	33554432	34603008	24
chr9	34078720	35127296	35
chr9	34603008	35651584	26
chr9	35127296	36175872	31
chr9	35651584	36700160	24
chr9	36175872	37224448	8
chr9	36700160	37748736	12
chr9	37224448	38273024	15
chr9	40370176	41418752	6
chr9	40894464	41943040	2
chr9	41418752	42467328	2
chr9	41943040	42991616	9
chr9	42467328	43515904	9
chr9	42991616	44040192	2
chr9	43515904	44564480	2
chr9	44040192	45088768	5
chr9	44564480	45613056	4
chr9	45088768	46137344	0
chr9	45613056	46661632	0
chr9	46137344	47185920	2
chr9	46661632	47710208	2
chr9	47185920	48234496	0
chr9	47710208	48758784	3
chr9	48234496	49283072	5
chr9	48758784	49807360	5
chr9	49283072	50331648	7
chr9	49807360	50855936	5
chr9	50331648	51380224	1
chr9	50855936	51904512	6
chr9	51380224	52428800	7
chr9	51904512	52953088	3
chr9	52428800	53477376	2
chr9	52953088	54001664	3
chr9	53477376	54525952	5
chr9	54001664	55050240	6
chr9	54525952	55574528	4
chr9	55050240	56098816	1
chr9	55574528	56623104	4
chr9	56098816	57147392	7
chr9	56623104	57671680	9
chr9	58720256	59768832	3
chr9	59244544	60293120	8
chr9	59768832	60817408	11
chr9	60293120	61341696	8
chr9	60817408	61865984	10
chr9	61341696	62390272	7
chr9	61865984	62914560	1
chr9	62390272	63438848	4
chr9	62914560	63963136	5
chr9	65536000	66584576	14
chr9	67108864	68157440	6
chr9	67633152	68681728	7
chr9	69206016	70254592	16
chr9	69730304	70778880	13
chr9	70254592	71303168	8
chr9	70778880	71827456	8
chr9	71303168	72351744	9
chr9	72876032	73924608	9
chr9	73400320	74448896	9
chr9	73924608	74973184	1
chr9	74448896	75497472	1
chr9	74973184	76021760	1
chr9	75497472	76546048	2
chr9	76021760	77070336	15
chr9	76546048	77594624	14
chr9	77070336	78118912	6
chr9	77594624	78643200	5
chr9	78118912	79167488	2
chr9	78643200	79691776	3
chr9	79167488	80216064	3
chr9	79691776	80740352	1
chr9	80216064	81264640	6
chr9	80740352	81788928	9
chr9	81264640	82313216	5
chr9	81788928	82837504	5
chr9	82313216	83361792	7
chr9	82837504	83886080	10
chr9	85458944	86507520	17
chr9	85983232	87031808	13
chr9	86507520	87556096	12
chr9	87031808	88080384	4
chr9	87556096	88604672	2
chr9	88080384	89128960	3
chr9	88604672	89653248	4
chr9	89128960	90177536	3
chr9	89653248	90701824	2
chr9	90177536	91226112	1
chr9	90701824	91750400	2
chr9	91226112	92274688	1
chr9	91750400	92798976	1
chr9	92274688	93323264	8
chr9	92798976	93847552	13
chr9	93323264	94371840	8
chr9	93847552	94896128	15
chr9	94371840	95420416	27
chr9	94896128	95944704	17
chr9	95420416	96468992	4
chr9	95944704	96993280	7
chr9	96468992	97517568	14
chr9	96993280	98041856	13
chr9	97517568	98566144	3
chr9	98041856	99090432	4
chr9	98566144	99614720	7
chr9	99090432	100139008	21
chr9	99614720	100663296	36
chr9	100139008	101187584	35
chr9	100663296	101711872	24
chr9	101187584	102236160	21
chr9	101711872	102760448	17
chr9	102236160	103284736	15
chr9	102760448	103809024	16
chr9	103284736	104333312	11
chr9	103809024	104857600	9
chr9	104333312	105381888	16
chr9	104857600	105906176	29
chr9	105381888	106430464	24
chr9	105906176	106954752	7
chr9	106430464	107479040	8
chr9	106954752	108003328	17
chr9	107479040	108527616	20
chr9	108003328	109051904	31
chr9	108527616	109576192	63
chr10	1572864	2621440	3
chr10	2097152	3145728	0
chr10	2621440	3670016	3
chr10	3145728	4194304	4
chr10	3670016	4718592	1
chr10	4194304	5242880	4
chr10	4718592	5767168	14
chr10	5242880	6291456	19
chr10	5767168	6815744	12
chr10	6291456	7340032	4
chr10	7864320	8912896	6
chr10	8388608	9437184	0
chr10	8912896	9961472	0
chr10	9437184	10485760	0
chr10	9961472	11010048	1
chr10	10485760	11534336	2
chr10	11010048	12058624	6
chr10	11534336	12582912	10
chr10	12058624	13107200	7
chr10	12582912	13631488	9
chr10	13107200	14155776	10
chr10	15728640	16777216	3
chr10	16252928	17301504	5
chr10	16777216	17825792	7
chr10	17301504	18350080	9
chr10	17825792	18874368	8
chr10	19398656	20447232	2
chr10	19922944	20971520	2
chr10	20447232	21495808	3
chr10	20971520	22020096	8
chr10	21495808	22544384	9
chr10	22020096	23068672	8
chr10	22544384	23592960	8
chr10	23068672	24117248	6
chr10	23592960	24641536	3
chr10	24117248	25165824	6
chr10	24641536	25690112	6
chr10	25165824	26214400	4
chr10	25690112	26738688	6
chr10	26214400	27262976	10
chr10	26738688	27787264	12
chr10	27262976	28311552	9
chr10	27787264	28835840	5
chr10	28311552	29360128	4
chr10	28835840	29884416	4
chr10	29360128	30408704	4
chr10	29884416	30932992	5
chr10	30408704	31457280	7
chr10	30932992	31981568	5
chr10	31457280	32505856	5
chr10	31981568	33030144	5
chr10	32505856	33554432	3
chr10	33030144	34078720	2
chr10	33554432	34603008	1
chr10	34078720	35127296	2
chr10	34603008	35651584	4
chr10	35127296	36175872	5
chr10	35651584	36700160	3
chr10	36175872	37224448	0
chr10	36700160	37748736	2
chr10	37224448	38273024	7
chr10	39845888	40894464	3
chr10	40370176	41418752	8
chr10	43515904	44564480	8
chr10	44040192	45088768	8
chr10	44564480	45613056	11
chr10	47185920	48234496	3
chr10	47710208	48758784	3
chr10	48234496	49283072	2
chr10	48758784	49807360	1
chr10	49283072	50331648	1
chr10	49807360	50855936	1
chr10	50331648	51380224	1
chr10	50855936	51904512	2
chr10	51380224	52428800	3
chr10	51904512	52953088	1
chr10	52428800	53477376	0
chr10	52953088	54001664	1
chr10	53477376	54525952	5
chr10	54001664	55050240	7
chr10	54525952	55574528	6
chr10	55050240	56098816	7
chr10	55574528	56623104	5
chr10	56098816	57147392	5
chr10	56623104	57671680	4
chr10	57147392	58195968	5
chr10	57671680	58720256	6
chr10	58195968	59244544	6
chr10	58720256	59768832	4
chr10	59244544	60293120	3
chr10	59768832	60817408	0
chr10	60293120	61341696	0
chr10	60817408	61865984	1
chr10	61341696	62390272	1
chr10	61865984	62914560	2
chr10	62390272	63438848	2
chr10	62914560	63963136	5
chr10	63438848	64487424	13
chr10	63963136	65011712	17
chr10	64487424	65536000	14
chr10	65011712	66060288	13
chr10	65536000	66584576	16
chr10	66060288	67108864	12
chr10	66584576	67633152	8
chr10	67108864	68157440	12
chr10	67633152	68681728	9
chr10	68157440	69206016	13
chr10	68681728	69730304	23
chr10	69206016	70254592	16
chr10	69730304	70778880	4
chr10	70254592	71303168	11
chr10	70778880	71827456	10
chr10	71303168	72351744	1
chr10	71827456	72876032	2
chr10	72351744	73400320	1
chr10	72876032	73924608	5
chr10	73400320	74448896	5
chr10	73924608	74973184	1
chr10	76021760	77070336	6
chr10	76546048	77594624	0
chr10	77070336	78118912	1
chr10	77594624	78643200	1
chr10	78118912	79167488	1
chr10	78643200	79691776	1
chr10	79167488	80216064	7
chr10	79691776	80740352	8
chr10	80216064	81264640	2
chr10	80740352	81788928	1
chr10	81264640	82313216	2
chr10	81788928	82837504	9
chr10	83886080	84934656	10
chr10	84410368	85458944	19
chr10	84934656	85983232	14
chr10	85458944	86507520	3
chr10	85983232	87031808	3
chr10	86507520	87556096	5
chr10	87031808	88080384	7
chr10	87556096	88604672	8
chr10	88080384	89128960	8
chr10	88604672	89653248	11
chr10	89128960	90177536	9
chr10	89653248	90701824	9
chr10	90177536	91226112	11
chr10	90701824	91750400	8
chr10	91226112	92274688	11
chr10	91750400	92798976	11
chr10	92274688	93323264	13
chr10	92798976	93847552	22
chr10	93323264	94371840	18
chr10	93847552	94896128	6
chr10	94371840	95420416	4
chr10	94896128	95944704	11
chr10	95420416	96468992	18
chr10	95944704	96993280	21
chr10	96468992	97517568	17
chr10	96993280	98041856	16
chr10	97517568	98566144	24
chr10	98041856	99090432	22
chr10	98566144	99614720	19
chr10	99090432	100139008	16
chr10	99614720	100663296	10
chr10	100139008	101187584	4
chr10	100663296	101711872	1
chr10	101187584	102236160	0
chr10	101711872	102760448	1
chr10	102236160	103284736	1
chr10	102760448	103809024	1
chr10	103284736	104333312	0
chr10	103809024	104857600	0
chr10	104333312	105381888	0
chr10	104857600	105906176	4
chr10	105381888	106430464	7
chr10	105906176	106954752	9
chr10	106430464	107479040	6
chr10	106954752	108003328	1
chr10	107479040	108527616	7
chr10	108003328	109051904	8
chr10	108527616	109576192	4
chr10	109051904	110100480	10
chr10	109576192	110624768	10
chr10	110100480	111149056	7
chr10	110624768	111673344	4
chr10	111149056	112197632	2
chr10	111673344	112721920	8
chr10	112197632	113246208	12
chr10	112721920	113770496	8
chr10	113246208	114294784	5
chr10	113770496	114819072	5
chr10	114294784	115343360	8
chr10	114819072	115867648	13
chr10	115343360	116391936	8
chr10	115867648	116916224	2
chr10	116391936	117440512	3
chr10	116916224	117964800	4
chr10	117440512	118489088	9
chr10	117964800	119013376	19
chr10	118489088	119537664	17
chr10	119013376	120061952	6
chr10	120586240	121634816	7
chr10	121110528	122159104	8
chr10	121634816	122683392	8
chr10	122159104	123207680	4
chr10	123731968	124780544	3
chr10	124256256	125304832	0
chr10	124780544	125829120	2
chr10	125304832	126353408	5
chr10	125829120	126877696	4
chr10	126353408	127401984	1
chr11	0	1048576	49
chr11	524288	1572864	33
chr11	1048576	2097152	26
chr11	1572864	2621440	23
chr11	2097152	3145728	18
chr11	4194304	5242880	52
chr11	4718592	5767168	58
chr11	5242880	6291456	45
chr11	5767168	6815744	38
chr11	6291456	7340032	25
chr11	6815744	7864320	20
chr11	7340032	8388608	19
chr11	7864320	8912896	13
chr11	8388608	9437184	14
chr11	8912896	9961472	9
chr11	9437184	10485760	10
chr11	9961472	11010048	10
chr11	10485760	11534336	5
chr11	11010048	12058624	4
chr11	11534336	12582912	5
chr11	12058624	13107200	4
chr11	12582912	13631488	6
chr11	13107200	14155776	6
chr11	13631488	14680064	5
chr11	14155776	15204352	9
chr11	14680064	15728640	7
chr11	15204352	16252928	2
chr11	15728640	16777216	3
chr11	16252928	17301504	11
chr11	16777216	17825792	15
chr11	17301504	18350080	19
chr11	17825792	18874368	20
chr11	18350080	19398656	10
chr11	18874368	19922944	6
chr11	19398656	20447232	8
chr11	19922944	20971520	5
chr11	20447232	21495808	1
chr11	20971520	22020096	2
chr11	21495808	22544384	4
chr11	22020096	23068672	6
chr11	22544384	23592960	3
chr11	23068672	24117248	0
chr11	23592960	24641536	1
chr11	24117248	25165824	1
chr11	24641536	25690112	1
chr11	25165824	26214400	1
chr11	25690112	26738688	4
chr11	26214400	27262976	8
chr11	26738688	27787264	7
chr11	27262976	28311552	4
chr11	27787264	28835840	2
chr11	28311552	29360128	0
chr11	28835840	29884416	1
chr11	29360128	30408704	4
chr11	29884416	30932992	4
chr11	30408704	31457280	4
chr11	30932992	31981568	6
chr11	31457280	32505856	7
chr11	31981568	33030144	11
chr11	32505856	33554432	12
chr11	33030144	34078720	9
chr11	33554432	34603008	8
chr11	34078720	35127296	7
chr11	34603008	35651584	7
chr11	35127296	36175872	7
chr11	35651584	36700160	7
chr11	36175872	37224448	5
chr11	36700160	37748736	0
chr11	38273024	39321600	0
chr11	38797312	39845888	0
chr11	39321600	40370176	1
chr11	39845888	40894464	1
chr11	40370176	41418752	1
chr11	40894464	41943040	1
chr11	41418752	42467328	0
chr11	41943040	42991616	0
chr11	42467328	43515904	4
chr11	42991616	44040192	10
chr11	43515904	44564480	9
chr11	44040192	45088768	7
chr11	44564480	45613056	10
chr11	45088768	46137344	15
chr11	45613056	46661632	18
chr11	46137344	47185920	21
chr11	46661632	47710208	23
chr11	47185920	48234496	20
chr11	48758784	49807360	9
chr11	49283072	50331648	4
chr11	49807360	50855936	5
chr11	50331648	51380224	9
chr11	50855936	51904512	34
chr11	51380224	52428800	54
chr11	51904512	52953088	43
chr11	52428800	53477376	29
chr11	52953088	54001664	28
chr11	53477376	54525952	29
chr11	54001664	55050240	23
chr11	54525952	55574528	22
chr11	55050240	56098816	23
chr11	55574528	56623104	20
chr11	56098816	57147392	27
chr11	56623104	57671680	31
chr11	57147392	58195968	26
chr11	57671680	58720256	40
chr11	58195968	59244544	38
chr11	59768832	60817408	37
chr11	60293120	61341696	38
chr11	60817408	61865984	52
chr11	61341696	62390272	50
chr11	61865984	62914560	41
chr11	62390272	63438848	36
chr11	62914560	63963136	39
chr11	63438848	64487424	24
chr11	63963136	65011712	10
chr11	64487424	65536000	14
chr11	65011712	66060288	11
chr11	65536000	66584576	6
chr11	67633152	68681728	21
chr11	68157440	69206016	11
chr11	68681728	69730304	13
chr11	70254592	71303168	16
chr11	70778880	71827456	13
chr11	71303168	72351744	10
chr11	71827456	72876032	13
chr11	72351744	73400320	12
chr11	72876032	73924608	13
chr11	73400320	74448896	13
chr11	73924608	74973184	6
chr11	74448896	75497472	2
chr11	74973184	76021760	2
chr11	75497472	76546048	0
chr11	76021760	77070336	0
chr11	76546048	77594624	0
chr11	77070336	78118912	0
chr11	77594624	78643200	2
chr11	78118912	79167488	7
chr11	78643200	79691776	7
chr11	79167488	80216064	1
chr11	79691776	80740352	1
chr11	80216064	81264640	1
chr11	80740352	81788928	8
chr11	81264640	82313216	12
chr11	81788928	82837504	8
chr11	82313216	83361792	4
chr11	82837504	83886080	2
chr11	83361792	84410368	3
chr11	83886080	84934656	4
chr11	84410368	85458944	5
chr11	85983232	87031808	2
chr11	86507520	87556096	0
chr11	87031808	88080384	0
chr11	87556096	88604672	1
chr11	88080384	89128960	3
chr11	88604672	89653248	8
chr11	89128960	90177536	10
chr11	89653248	90701824	13
chr11	90177536	91226112	16
chr11	90701824	91750400	12
chr11	91226112	92274688	6
chr11	91750400	92798976	4
chr11	92274688	93323264	1
chr11	93847552	94896128	1
chr11	94371840	95420416	1
chr11	94896128	95944704	1
chr11	95420416	96468992	1
chr11	95944704	96993280	3
chr11	96468992	97517568	3
chr11	96993280	98041856	5
chr11	97517568	98566144	11
chr11	98041856	99090432	15
chr11	98566144	99614720	7
